to_node from_node capacity prob_failure
0 5 1012435599 0.004
1 5 1094682047 0.004
3 5 956625973 0.004
13 5 1068069013 0.004
17 5 935264311 0.004
23 5 1090222491 0.004
29 5 1022032514 0.004
48 5 966821497 0.004
53 5 1039920145 0.004
56 5 1056731938 0.004
62 5 953786607 0.004
63 5 918337797 0.004
73 5 1024301068 0.004
78 5 935666610 0.004
83 5 1009169872 0.004
84 5 1097268675 0.004
0 6 1064537848 0.004
7 6 1074400355 0.004
11 6 921383340 0.004
37 6 948053789 0.004
39 6 945041739 0.004
47 6 988434520 0.004
59 6 925091770 0.004
65 6 1018078681 0.004
77 6 1079775553 0.004
78 6 1095473544 0.004
81 6 1083626953 0.004
83 6 1011664796 0.004
84 6 1096583296 0.004
87 6 1081383213 0.004
3 7 1018778517 0.004
10 7 1079652921 0.004
15 7 1073663674 0.004
19 7 954599935 0.004
20 7 1052504227 0.004
21 7 911274601 0.004
23 7 952468276 0.004
24 7 1055464164 0.004
27 7 1000384652 0.004
28 7 987915681 0.004
30 7 986737703 0.004
31 7 972967766 0.004
33 7 961538027 0.004
39 7 1074750208 0.004
42 7 928003429 0.004
56 7 1050037749 0.004
61 7 1007172412 0.004
62 7 1034076704 0.004
80 7 1083651182 0.004
87 7 924589966 0.004
88 7 959881347 0.004
96 7 907856853 0.004
7 8 910203838 0.004
10 8 1083254432 0.004
11 8 953944788 0.004
13 8 1053344257 0.004
25 8 1020759255 0.004
27 8 1038214562 0.004
30 8 940337766 0.004
36 8 1016084326 0.004
40 8 940786943 0.004
42 8 1068415368 0.004
47 8 906416339 0.004
52 8 981345712 0.004
57 8 940641369 0.004
58 8 990893450 0.004
60 8 1021213271 0.004
73 8 1089962963 0.004
77 8 933180154 0.004
80 8 1042617969 0.004
82 8 953209982 0.004
97 8 995755876 0.004
98 8 951082557 0.004
99 8 901952472 0.004
5 9 902283878 0.004
12 9 906613560 0.004
24 9 917552001 0.004
29 9 1058193178 0.004
30 9 921045431 0.004
35 9 1040150073 0.004
36 9 1066762427 0.004
45 9 1084759079 0.004
46 9 1022241941 0.004
50 9 1036208787 0.004
51 9 945334054 0.004
56 9 1027659775 0.004
57 9 1025822149 0.004
65 9 909780508 0.004
67 9 1008818485 0.004
68 9 926847221 0.004
73 9 909199205 0.004
88 9 1027760128 0.004
4 10 915392153 0.004
13 10 931729792 0.004
19 10 1039990326 0.004
25 10 1051904346 0.004
26 10 1002686980 0.004
28 10 955513097 0.004
32 10 941794126 0.004
37 10 909151571 0.004
49 10 1043438217 0.004
52 10 1095232990 0.004
57 10 1041391950 0.004
58 10 970936719 0.004
66 10 958658482 0.004
89 10 1079241557 0.004
95 10 923293042 0.004
96 10 917885679 0.004
0 11 937716041 0.004
3 11 1014136216 0.004
5 11 1010372951 0.004
14 11 941791622 0.004
23 11 1027240538 0.004
25 11 994342001 0.004
26 11 965799096 0.004
32 11 1074056322 0.004
35 11 947890410 0.004
37 11 1006606236 0.004
38 11 1022212190 0.004
39 11 992605323 0.004
44 11 918649104 0.004
45 11 1009137718 0.004
49 11 922388938 0.004
60 11 1066013221 0.004
65 11 976601237 0.004
74 11 1080884165 0.004
85 11 988002321 0.004
86 11 1004941263 0.004
5 12 933488942 0.004
11 12 989025485 0.004
14 12 1039138382 0.004
15 12 928338661 0.004
22 12 1055588645 0.004
23 12 1006391806 0.004
39 12 986814529 0.004
44 12 902219869 0.004
45 12 947546250 0.004
51 12 945898676 0.004
55 12 950001628 0.004
60 12 1093396276 0.004
65 12 1057156565 0.004
82 12 1021679577 0.004
88 12 989653993 0.004
99 12 1015989823 0.004
0 13 1008399624 0.004
3 13 953041582 0.004
15 13 1079285542 0.004
21 13 918423881 0.004
25 13 1088829727 0.004
26 13 925430967 0.004
33 13 1088731371 0.004
34 13 1090546945 0.004
36 13 1028626581 0.004
46 13 914488011 0.004
51 13 1092503313 0.004
54 13 994888627 0.004
56 13 1055869236 0.004
63 13 919525717 0.004
72 13 1064217684 0.004
73 13 1055324014 0.004
74 13 953370588 0.004
75 13 911568553 0.004
80 13 936670439 0.004
86 13 966002354 0.004
92 13 1069867694 0.004
0 14 943618235 0.004
4 14 906563381 0.004
5 14 1066805871 0.004
9 14 1061202206 0.004
11 14 1005260577 0.004
12 14 1059319004 0.004
27 14 1077138830 0.004
33 14 1045955771 0.004
38 14 1011219313 0.004
42 14 1030551249 0.004
46 14 993218219 0.004
49 14 904015456 0.004
58 14 1054927109 0.004
63 14 1038469720 0.004
67 14 1086419500 0.004
76 14 916619013 0.004
78 14 911943991 0.004
80 14 948085907 0.004
90 14 900079289 0.004
93 14 945107221 0.004
99 14 1063797976 0.004
6 15 978099218 0.004
8 15 956784686 0.004
17 15 920109481 0.004
23 15 927609673 0.004
27 15 1088366006 0.004
29 15 1062605798 0.004
35 15 916426020 0.004
36 15 978237628 0.004
38 15 913596782 0.004
44 15 918525260 0.004
45 15 947788668 0.004
46 15 917486925 0.004
57 15 954833536 0.004
58 15 927639498 0.004
59 15 1096787140 0.004
62 15 1039583054 0.004
67 15 1032593010 0.004
71 15 1015029830 0.004
75 15 984665285 0.004
82 15 1002607613 0.004
89 15 959712194 0.004
96 15 986253879 0.004
3 16 1025678494 0.004
11 16 1049242230 0.004
17 16 1051250310 0.004
19 16 1087009747 0.004
26 16 937385337 0.004
47 16 1024715904 0.004
53 16 1025810996 0.004
54 16 1086309463 0.004
55 16 931693406 0.004
58 16 937004369 0.004
61 16 1025774061 0.004
65 16 1073780266 0.004
70 16 973005097 0.004
71 16 1045895651 0.004
75 16 1054072001 0.004
79 16 998569340 0.004
85 16 952770319 0.004
97 16 926374507 0.004
1 17 907225262 0.004
4 17 1049197531 0.004
7 17 1061055735 0.004
8 17 950207608 0.004
9 17 1066936454 0.004
13 17 982380204 0.004
18 17 1037639032 0.004
19 17 1096514662 0.004
20 17 1099222833 0.004
21 17 1009905880 0.004
24 17 1005679746 0.004
27 17 1014680874 0.004
33 17 963421341 0.004
38 17 947375946 0.004
48 17 983164888 0.004
51 17 1042837997 0.004
59 17 937265961 0.004
60 17 950819625 0.004
69 17 1078015663 0.004
77 17 1053263277 0.004
83 17 993368317 0.004
87 17 1029684701 0.004
90 17 1076693727 0.004
98 17 921944189 0.004
2 18 939791547 0.004
4 18 1069023036 0.004
10 18 1054691105 0.004
15 18 1084237095 0.004
25 18 903247716 0.004
31 18 935295331 0.004
36 18 923858431 0.004
50 18 981029868 0.004
55 18 1015696491 0.004
59 18 980229073 0.004
81 18 1064396560 0.004
90 18 913926352 0.004
99 18 1054272702 0.004
0 19 906806939 0.004
1 19 1068001111 0.004
5 19 954647424 0.004
8 19 1070536654 0.004
9 19 1000717693 0.004
18 19 1067607844 0.004
21 19 1022709041 0.004
22 19 1051470163 0.004
27 19 960356176 0.004
28 19 1012420833 0.004
36 19 1018675404 0.004
43 19 1067452074 0.004
56 19 1000809183 0.004
59 19 944468750 0.004
68 19 916261754 0.004
70 19 961551419 0.004
72 19 984330626 0.004
75 19 1094370293 0.004
76 19 964723198 0.004
77 19 954051712 0.004
81 19 994561338 0.004
82 19 1072270393 0.004
89 19 903724668 0.004
90 19 1021323229 0.004
91 19 988061362 0.004
96 19 907063241 0.004
97 19 1076315738 0.004
1 20 1093272278 0.004
4 20 1004119600 0.004
7 20 954883577 0.004
19 20 935321257 0.004
23 20 1046608754 0.004
25 20 1050541336 0.004
31 20 935467532 0.004
37 20 953775036 0.004
39 20 1079025655 0.004
40 20 1076785567 0.004
44 20 981291427 0.004
53 20 960656916 0.004
54 20 1007112080 0.004
61 20 1063310421 0.004
65 20 1030620836 0.004
79 20 985867363 0.004
80 20 1062440874 0.004
93 20 951805837 0.004
0 21 908389900 0.004
6 21 933046190 0.004
16 21 1045840314 0.004
18 21 1075104408 0.004
22 21 942582767 0.004
24 21 1059269804 0.004
42 21 1063414869 0.004
52 21 933302353 0.004
53 21 973769343 0.004
55 21 1015813685 0.004
56 21 903701209 0.004
57 21 1071553406 0.004
58 21 1089989984 0.004
69 21 1038929076 0.004
75 21 904406994 0.004
79 21 936380017 0.004
81 21 1075977292 0.004
83 21 984571540 0.004
85 21 943365618 0.004
89 21 966757855 0.004
94 21 1079447895 0.004
97 21 1035140769 0.004
2 22 1084435587 0.004
4 22 1039913961 0.004
11 22 1016306109 0.004
12 22 959859482 0.004
16 22 1003135754 0.004
18 22 958911252 0.004
21 22 956789238 0.004
24 22 972654187 0.004
32 22 977644834 0.004
33 22 1037745936 0.004
34 22 1099507218 0.004
36 22 1025439707 0.004
37 22 919731143 0.004
44 22 1023871529 0.004
45 22 1023467542 0.004
48 22 1034569142 0.004
55 22 1073558253 0.004
58 22 1092616417 0.004
60 22 1026669836 0.004
62 22 1011303464 0.004
63 22 985013589 0.004
64 22 1086408424 0.004
69 22 974965488 0.004
70 22 997041823 0.004
80 22 1031573964 0.004
94 22 958964151 0.004
99 22 1052877896 0.004
16 23 1024535775 0.004
18 23 925596228 0.004
20 23 959509274 0.004
27 23 922892129 0.004
29 23 962624919 0.004
32 23 954264556 0.004
40 23 1080672311 0.004
45 23 973258177 0.004
65 23 907706446 0.004
72 23 989196130 0.004
73 23 973248997 0.004
77 23 1077045462 0.004
78 23 900058826 0.004
86 23 917415607 0.004
98 23 961762370 0.004
99 23 1095989303 0.004
14 24 916981764 0.004
22 24 1028265228 0.004
28 24 961020907 0.004
31 24 1043316870 0.004
32 24 1077184043 0.004
41 24 1098471391 0.004
47 24 967292590 0.004
51 24 973785002 0.004
63 24 1052167049 0.004
67 24 973157319 0.004
78 24 959283570 0.004
81 24 1051854949 0.004
82 24 1058521048 0.004
87 24 1051684544 0.004
90 24 943978847 0.004
92 24 1081276737 0.004
99 24 1089805432 0.004
2 25 1021753570 0.004
3 25 1035643422 0.004
4 25 950208050 0.004
10 25 1007649987 0.004
12 25 915229056 0.004
14 25 1076665224 0.004
20 25 1040722107 0.004
26 25 998983109 0.004
39 25 1017369661 0.004
41 25 1022654585 0.004
42 25 1083483780 0.004
45 25 991816919 0.004
52 25 930181967 0.004
53 25 981400919 0.004
58 25 1082899885 0.004
59 25 1059450419 0.004
60 25 985989739 0.004
79 25 1028085178 0.004
87 25 1081588756 0.004
90 25 990596006 0.004
91 25 1024519161 0.004
94 25 1027852666 0.004
7 26 979911623 0.004
22 26 1022066193 0.004
31 26 1009257786 0.004
54 26 960484499 0.004
70 26 965087431 0.004
74 26 923198728 0.004
76 26 1095432018 0.004
77 26 902286372 0.004
83 26 901887982 0.004
91 26 940681269 0.004
92 26 961661237 0.004
94 26 1041599642 0.004
97 26 1095114108 0.004
1 27 1029692958 0.004
4 27 985229037 0.004
7 27 1078839973 0.004
11 27 1091715827 0.004
13 27 1094579295 0.004
21 27 993632364 0.004
29 27 1072089229 0.004
39 27 958567789 0.004
42 27 951095908 0.004
48 27 1022086080 0.004
49 27 914198866 0.004
53 27 1060970762 0.004
61 27 1084547997 0.004
70 27 927432484 0.004
72 27 1056833789 0.004
79 27 1014388207 0.004
80 27 1080233324 0.004
94 27 995626436 0.004
5 28 936941132 0.004
8 28 945532128 0.004
35 28 950692774 0.004
39 28 1009481910 0.004
44 28 928111381 0.004
45 28 1013275502 0.004
55 28 968434313 0.004
64 28 1006119701 0.004
69 28 1017555182 0.004
77 28 935630298 0.004
78 28 901698102 0.004
80 28 1054418779 0.004
84 28 902825080 0.004
87 28 1016077477 0.004
88 28 950123001 0.004
93 28 1060087591 0.004
97 28 1098381515 0.004
0 29 965763087 0.004
9 29 941902954 0.004
14 29 1028870676 0.004
26 29 991478970 0.004
37 29 1092802139 0.004
44 29 994976822 0.004
51 29 931128895 0.004
55 29 945153071 0.004
59 29 1016279340 0.004
62 29 1099268181 0.004
64 29 987302228 0.004
65 29 987119847 0.004
69 29 1034910914 0.004
72 29 1048786027 0.004
93 29 1051683392 0.004
97 29 1046854160 0.004
6 30 1001152177 0.004
7 30 957521376 0.004
11 30 917600492 0.004
12 30 936558186 0.004
16 30 979069453 0.004
17 30 1099258226 0.004
20 30 1017703396 0.004
21 30 1021368616 0.004
26 30 1070133547 0.004
27 30 1055989426 0.004
29 30 995717847 0.004
35 30 932005207 0.004
37 30 940245717 0.004
38 30 1045090674 0.004
41 30 986878655 0.004
44 30 947566465 0.004
45 30 1038111802 0.004
73 30 1012185747 0.004
76 30 982039783 0.004
79 30 1056449263 0.004
80 30 1087382570 0.004
90 30 1007588021 0.004
98 30 1003100712 0.004
0 31 1004622968 0.004
1 31 967110272 0.004
3 31 996369214 0.004
9 31 1029879237 0.004
27 31 1057955913 0.004
30 31 1069220505 0.004
33 31 1048426984 0.004
42 31 1000947110 0.004
43 31 1005604873 0.004
51 31 941008896 0.004
57 31 1006855177 0.004
63 31 1035547651 0.004
69 31 939048489 0.004
77 31 1030658078 0.004
90 31 1054692184 0.004
92 31 1004185798 0.004
94 31 1012762908 0.004
6 32 937555875 0.004
7 32 1042780366 0.004
9 32 981554474 0.004
11 32 1038585948 0.004
19 32 1098434679 0.004
24 32 1004535297 0.004
26 32 947226829 0.004
29 32 1050267858 0.004
31 32 1087708977 0.004
41 32 1025170890 0.004
43 32 1067670705 0.004
45 32 1030892130 0.004
50 32 997223393 0.004
56 32 1045142936 0.004
60 32 1052424439 0.004
65 32 977790837 0.004
67 32 1040204239 0.004
72 32 1066325061 0.004
74 32 978823245 0.004
84 32 924077287 0.004
89 32 1068614541 0.004
92 32 930671009 0.004
94 32 946136378 0.004
95 32 983626590 0.004
0 33 913856406 0.004
5 33 923975148 0.004
15 33 976284464 0.004
16 33 992037249 0.004
20 33 1045914411 0.004
28 33 1072137886 0.004
34 33 954507150 0.004
36 33 1083178167 0.004
40 33 923848598 0.004
42 33 951674051 0.004
47 33 1034257813 0.004
50 33 1059913869 0.004
51 33 1057056794 0.004
56 33 945576165 0.004
60 33 979125092 0.004
66 33 940899582 0.004
67 33 952485635 0.004
80 33 1099967638 0.004
92 33 1001698822 0.004
94 33 1014599267 0.004
95 33 1016863599 0.004
99 33 1086624197 0.004
1 34 907533224 0.004
4 34 959481201 0.004
5 34 952796693 0.004
8 34 960420120 0.004
17 34 1049783120 0.004
26 34 1091431429 0.004
31 34 994827472 0.004
33 34 920566110 0.004
41 34 1035923101 0.004
51 34 1055981707 0.004
52 34 992293928 0.004
60 34 984154028 0.004
65 34 1087906733 0.004
68 34 1010386180 0.004
70 34 1098787768 0.004
74 34 950125643 0.004
76 34 932383511 0.004
80 34 1035426591 0.004
82 34 932678921 0.004
92 34 947099699 0.004
95 34 959393217 0.004
99 34 983859897 0.004
5 35 1048031206 0.004
9 35 1026415726 0.004
10 35 974913911 0.004
13 35 905915470 0.004
18 35 993378842 0.004
22 35 904832084 0.004
24 35 1088538184 0.004
26 35 953931668 0.004
27 35 1027266249 0.004
29 35 999495476 0.004
43 35 1055276706 0.004
46 35 1081881130 0.004
50 35 1021138200 0.004
51 35 970487517 0.004
63 35 1062993613 0.004
69 35 932408292 0.004
78 35 957055401 0.004
83 35 965690021 0.004
85 35 905613862 0.004
86 35 1072593121 0.004
89 35 1029579679 0.004
91 35 904101668 0.004
93 35 912479663 0.004
19 36 1003740284 0.004
20 36 1022102037 0.004
28 36 1016636853 0.004
33 36 907881876 0.004
42 36 997744412 0.004
47 36 1056877019 0.004
49 36 1018081919 0.004
50 36 972101273 0.004
53 36 1090362604 0.004
55 36 923199627 0.004
64 36 901980081 0.004
67 36 1012815271 0.004
70 36 1033284801 0.004
81 36 936759910 0.004
84 36 913503923 0.004
87 36 968438230 0.004
90 36 1026279450 0.004
92 36 1079360243 0.004
97 36 1026873546 0.004
99 36 1024130989 0.004
1 37 1085088409 0.004
5 37 961077372 0.004
11 37 1057081639 0.004
13 37 928844944 0.004
32 37 1015583763 0.004
35 37 993362341 0.004
40 37 969913194 0.004
42 37 986612896 0.004
46 37 1059275752 0.004
50 37 987291822 0.004
61 37 1002145151 0.004
63 37 1081201602 0.004
65 37 943551622 0.004
67 37 989585215 0.004
68 37 1051412230 0.004
69 37 1005657011 0.004
73 37 983025277 0.004
77 37 1027021519 0.004
84 37 1089229660 0.004
93 37 1037322505 0.004
98 37 915040039 0.004
5 38 1019699679 0.004
6 38 957219326 0.004
7 38 949902515 0.004
18 38 932058644 0.004
19 38 904967393 0.004
23 38 1063625224 0.004
28 38 954125802 0.004
29 38 941254315 0.004
42 38 1014343295 0.004
47 38 1021198883 0.004
48 38 1078251945 0.004
50 38 945426669 0.004
57 38 1034438674 0.004
59 38 905737781 0.004
63 38 1003212510 0.004
67 38 979805711 0.004
72 38 1003492008 0.004
84 38 1014883805 0.004
85 38 1028271648 0.004
95 38 922561115 0.004
97 38 990030282 0.004
16 39 908445318 0.004
28 39 983286999 0.004
29 39 958317816 0.004
32 39 1034285202 0.004
34 39 931967973 0.004
41 39 969825427 0.004
42 39 1014756845 0.004
43 39 1091199544 0.004
45 39 1004633603 0.004
46 39 998763611 0.004
48 39 990079053 0.004
51 39 1020979623 0.004
54 39 1098499673 0.004
60 39 987599855 0.004
61 39 1080231523 0.004
62 39 1004519351 0.004
64 39 922809662 0.004
66 39 993131417 0.004
85 39 1018479668 0.004
86 39 1002253451 0.004
87 39 1050147836 0.004
95 39 999643972 0.004
96 39 1045259361 0.004
97 39 1084882841 0.004
0 40 993921688 0.004
4 40 1002564501 0.004
5 40 933947593 0.004
9 40 970366167 0.004
18 40 1088773118 0.004
21 40 1018485750 0.004
27 40 958361989 0.004
31 40 1088213087 0.004
32 40 960401365 0.004
33 40 999481303 0.004
37 40 1074987613 0.004
39 40 1098932538 0.004
42 40 953393179 0.004
44 40 956355862 0.004
46 40 1005877579 0.004
48 40 951933886 0.004
56 40 1019747655 0.004
64 40 1061444439 0.004
69 40 968406220 0.004
72 40 944114916 0.004
73 40 990245776 0.004
79 40 926804943 0.004
80 40 944752163 0.004
87 40 903239386 0.004
92 40 964184352 0.004
98 40 954130476 0.004
99 40 1037364836 0.004
1 41 1056244859 0.004
7 41 1050870672 0.004
8 41 1031530215 0.004
9 41 953628273 0.004
13 41 1092577236 0.004
14 41 1082397064 0.004
19 41 1035328153 0.004
24 41 1012448568 0.004
30 41 935470293 0.004
35 41 938274414 0.004
36 41 1049866261 0.004
43 41 1016810195 0.004
48 41 1015992414 0.004
50 41 1053444112 0.004
51 41 988258957 0.004
53 41 1026568395 0.004
55 41 1047210389 0.004
59 41 1054805691 0.004
61 41 959845194 0.004
67 41 908008119 0.004
73 41 913440583 0.004
77 41 1054654412 0.004
80 41 928248540 0.004
82 41 932994550 0.004
83 41 1081216160 0.004
94 41 922816168 0.004
0 42 923376629 0.004
3 42 1011354635 0.004
10 42 1055628610 0.004
14 42 920717744 0.004
16 42 952455591 0.004
21 42 1011256991 0.004
23 42 914129815 0.004
27 42 961253248 0.004
33 42 966419459 0.004
34 42 1049325523 0.004
35 42 933043837 0.004
37 42 1001552560 0.004
47 42 1056744349 0.004
50 42 947219927 0.004
52 42 905543035 0.004
62 42 925138873 0.004
65 42 990522813 0.004
67 42 967372699 0.004
68 42 1045305702 0.004
72 42 1027775747 0.004
74 42 986293880 0.004
75 42 1020621262 0.004
76 42 1088253296 0.004
79 42 950486057 0.004
80 42 905444838 0.004
83 42 1046482454 0.004
89 42 925475122 0.004
97 42 1029333350 0.004
0 43 1037598127 0.004
3 43 1002795532 0.004
7 43 949411056 0.004
8 43 969711364 0.004
9 43 1067752277 0.004
10 43 947201793 0.004
11 43 1063558636 0.004
15 43 1028110898 0.004
21 43 945152928 0.004
26 43 1096792798 0.004
28 43 900919420 0.004
29 43 964545528 0.004
30 43 967374656 0.004
33 43 1098748814 0.004
38 43 915308598 0.004
44 43 1037358928 0.004
45 43 1018417345 0.004
47 43 1090632070 0.004
51 43 927233946 0.004
55 43 915402985 0.004
75 43 1091755797 0.004
79 43 940086210 0.004
84 43 1078844399 0.004
95 43 960918685 0.004
97 43 993310621 0.004
98 43 900677506 0.004
99 43 920292619 0.004
0 44 929170720 0.004
2 44 1081356754 0.004
6 44 981799156 0.004
16 44 965363393 0.004
17 44 1030207833 0.004
19 44 1095075177 0.004
20 44 1052242765 0.004
23 44 1023635665 0.004
27 44 1015585834 0.004
30 44 996601786 0.004
33 44 939058307 0.004
37 44 972825854 0.004
40 44 1050030407 0.004
42 44 1092592646 0.004
43 44 1096997870 0.004
50 44 1098399087 0.004
57 44 1031327779 0.004
63 44 1020412375 0.004
71 44 1011010495 0.004
73 44 991675436 0.004
85 44 1061994240 0.004
92 44 1029427732 0.004
93 44 1050500445 0.004
94 44 998078705 0.004
98 44 1064499667 0.004
99 44 1007157146 0.004
1 45 1030676760 0.004
11 45 1070847882 0.004
13 45 1009222846 0.004
20 45 1036976450 0.004
26 45 974108724 0.004
39 45 985061366 0.004
46 45 1035348466 0.004
52 45 1038774026 0.004
55 45 1064842325 0.004
67 45 1059180458 0.004
69 45 1021459779 0.004
77 45 1010774221 0.004
88 45 1059670654 0.004
89 45 915734408 0.004
94 45 1042187771 0.004
95 45 1071400669 0.004
4 46 1066591501 0.004
16 46 941678409 0.004
18 46 1051709485 0.004
27 46 973092887 0.004
37 46 916195203 0.004
42 46 979638178 0.004
52 46 907304092 0.004
56 46 956601432 0.004
60 46 904399637 0.004
61 46 1049734475 0.004
68 46 1095357994 0.004
75 46 902811985 0.004
85 46 1080254768 0.004
88 46 1000640421 0.004
90 46 925853652 0.004
91 46 1064217278 0.004
96 46 906416492 0.004
97 46 1006976992 0.004
4 47 928918427 0.004
6 47 983854268 0.004
7 47 904127185 0.004
18 47 1012375375 0.004
20 47 979892222 0.004
21 47 1055815801 0.004
22 47 1088768056 0.004
24 47 1004969620 0.004
26 47 935364402 0.004
36 47 906455088 0.004
37 47 957053196 0.004
44 47 962606753 0.004
62 47 978338989 0.004
65 47 1091821987 0.004
74 47 1023530187 0.004
77 47 1096347676 0.004
90 47 939015526 0.004
0 48 1000021234 0.004
1 48 915533609 0.004
6 48 984721292 0.004
14 48 1084376705 0.004
16 48 986392221 0.004
19 48 974427580 0.004
22 48 1070716689 0.004
23 48 981640122 0.004
26 48 944832553 0.004
29 48 1034550560 0.004
35 48 972248968 0.004
38 48 1027610012 0.004
39 48 1093892156 0.004
43 48 1094207352 0.004
44 48 940446113 0.004
45 48 997547118 0.004
62 48 976107356 0.004
67 48 1086639116 0.004
68 48 1066291791 0.004
74 48 951353331 0.004
79 48 917839178 0.004
80 48 987283346 0.004
83 48 902855699 0.004
84 48 900330853 0.004
88 48 1044534969 0.004
92 48 958328192 0.004
95 48 972772835 0.004
99 48 958580213 0.004
24 49 1015933774 0.004
31 49 1065583411 0.004
38 49 1098548711 0.004
39 49 1010009240 0.004
45 49 927153423 0.004
47 49 1016457768 0.004
54 49 1078176991 0.004
57 49 1074397635 0.004
58 49 937903130 0.004
64 49 908343027 0.004
66 49 927044008 0.004
72 49 1079681799 0.004
74 49 1011391993 0.004
81 49 941480351 0.004
83 49 1062147713 0.004
4 50 1036697135 0.004
6 50 1017685810 0.004
8 50 902618627 0.004
11 50 1056741094 0.004
26 50 916126707 0.004
36 50 921533825 0.004
42 50 990542201 0.004
43 50 974318699 0.004
44 50 1027974549 0.004
48 50 963044878 0.004
58 50 1031112346 0.004
60 50 1065396254 0.004
66 50 1052019006 0.004
81 50 962909568 0.004
86 50 955806813 0.004
87 50 971448305 0.004
94 50 1043757313 0.004
97 50 1008185766 0.004
1 51 906890765 0.004
3 51 1005314480 0.004
8 51 1026070954 0.004
19 51 961674207 0.004
23 51 1007389041 0.004
28 51 1086747675 0.004
38 51 922592499 0.004
54 51 952334719 0.004
55 51 946412451 0.004
56 51 1083855368 0.004
62 51 1042203046 0.004
63 51 1065571391 0.004
68 51 943076726 0.004
74 51 943064433 0.004
79 51 932314843 0.004
83 51 911448212 0.004
84 51 956640133 0.004
91 51 933650341 0.004
97 51 1009197311 0.004
3 52 1090943519 0.004
8 52 927575192 0.004
9 52 1098635402 0.004
11 52 1051192142 0.004
12 52 1093255677 0.004
20 52 1052730266 0.004
23 52 1045790312 0.004
24 52 920252035 0.004
35 52 1036689178 0.004
41 52 986419612 0.004
56 52 947143383 0.004
59 52 956223228 0.004
62 52 1081484777 0.004
66 52 1087317254 0.004
70 52 996701320 0.004
79 52 1030379550 0.004
80 52 905388430 0.004
89 52 939838201 0.004
96 52 1023001767 0.004
97 52 964725201 0.004
5 53 988879829 0.004
7 53 988218568 0.004
22 53 1002571159 0.004
24 53 971581488 0.004
25 53 906799991 0.004
38 53 989001586 0.004
49 53 1089247924 0.004
56 53 951662175 0.004
57 53 956370588 0.004
73 53 1030311334 0.004
76 53 1058196188 0.004
83 53 961783879 0.004
84 53 988530658 0.004
85 53 908971221 0.004
88 53 1081560656 0.004
96 53 1009981094 0.004
10 54 974214154 0.004
13 54 912768886 0.004
15 54 972123033 0.004
18 54 929289363 0.004
19 54 936192580 0.004
26 54 901993677 0.004
33 54 994318755 0.004
35 54 1051861972 0.004
36 54 959376864 0.004
39 54 1017073590 0.004
40 54 970151087 0.004
